,Plot1,Plot2,Plot3,Plot4,Plot5,Plot6,Plot7,Plot8
0,0.6118690039097088,0.5864434223565606,0.6182095357714689,0.5844535684812644,0.570073756452974,0.6224369649030055,0.5951915524605722,0.6039197671215863
1,0.403619052229461,0.38733570399755063,0.4082476044166148,0.3854827870433639,0.37677079293541893,0.4104773208636067,0.3927645514109286,0.3987038116742313
2,0.5481471231222745,0.5269429338030794,0.5552545980580268,0.5234285915753017,0.5130347896428765,0.5572472921021782,0.533680856150033,0.5420810467399961
3,0.5086277697654515,0.48981413320063194,0.515990354605465,0.4856175465435735,0.4773315182966474,0.516864910724453,0.4954669552934501,0.5035732030899419
4,0.41820381390721617,0.4033912812731229,0.42483376023648467,0.3992356343617239,0.39345470221741946,0.42481551577045157,0.40758425720713876,0.41448295403348306
5,0.45450957212595244,0.43908159499552385,0.46229530882516234,0.4338524891424461,0.428621123622217,0.4615273016597723,0.44317557053716716,0.4509078964349052
6,0.8815556998034608,0.8527714219308116,0.8976290153021516,0.8414303100924704,0.8330660955198528,0.8948760005575654,0.8599278317469108,0.8753178641339452
7,0.9977043757276696,0.9660194576462964,1.0166474536463301,0.9522537795581316,0.944179687333768,1.012548135932086,0.9735067760021674,0.9912276884019858
8,1.04316803239026,1.010954721353486,1.0637385069616536,0.9956137131983207,0.9885981981210193,1.0584472999934218,1.018156572173823,1.036992648870887
9,0.6596120475742822,0.6398298170372966,0.6731037607431614,0.6295263652460422,0.6260030066153852,0.669116826636585,0.6439830251299108,0.6560882156791744
10,0.7061345160352008,0.685544546130058,0.7210578469686667,0.6739152020778325,0.6710554362670064,0.7161507482842938,0.6895905871347444,0.702742239668148
11,1.0357045172333972,1.006402692771206,1.0583184603272313,0.988437097159701,0.9856340240018634,1.0501492457328137,1.0117272393676924,1.0313078355734173
12,0.8903379036017643,0.8656992682606485,0.9102181025986569,0.8497022794523369,0.8481441578063968,0.9026023247384599,0.8699035114764806,0.8869120277315448
13,0.8294021506378642,0.8068920902768526,0.8482724751061652,0.7915483194576755,0.7907799625094806,0.8407031082213495,0.8105095455916257,0.8264941588095186
14,0.633321256866209,0.61656308238368,0.6480685036084715,0.6044199092448908,0.6044966871614107,0.6418285413451934,0.6190350593187158,0.6313756548136653
15,0.9028920067848537,0.8797078640876743,0.9244656870493482,0.8617000762424358,0.8628978547412435,0.9148172394123242,0.8827562717885056,0.900568462764795
16,0.7575013876062606,0.7389719456031019,0.7763051059371223,0.7229675379130213,0.7253866669184028,0.7672366357679836,0.7409119457491741,0.7561356616839341
17,0.7720355996751173,0.7540739749027408,0.7918904280953329,0.7368776688019089,0.7407552683851366,0.7816810002287269,0.7554355133704668,0.7712247393447946
18,0.6456298465518174,0.6311753519733422,0.6626487056194859,0.6162594897836953,0.6203652880798101,0.6535227595531575,0.6319381501492077,0.6453059766455979
19,0.5835956206267819,0.5709390912573201,0.5992740734623468,0.5570741383632636,0.5614073228239106,0.5906029022721284,0.5713581017143063,0.5835575699031221
20,0.19230463604246403,0.18830969704755116,0.19759521720875106,0.1835789115515938,0.18527289799100027,0.19455806987148722,0.18833214881360769,0.192400850396146
21,0.9388570127908814,0.920090386937126,0.9651974625245672,0.8963231333009405,0.9057069605043493,0.9496207328643933,0.9197168505221252,0.9397806792713623
22,0.6748390397761689,0.6620552927988175,0.6942497955640777,0.6443399114792979,0.6521464527552072,0.6823433230313956,0.661326907652208,0.6759344941427747
23,0.27751716028585194,0.27257440930689486,0.28570577592735835,0.2650135534724664,0.2686945802355644,0.28049674328354063,0.27207134676989847,0.27815832421370346
24,0.28162135637203023,0.27690520944771485,0.29012086641621565,0.26897580793968834,0.2731575642994554,0.2845405968274293,0.27620215011857485,0.28245210204665905
25,0.5325238058989652,0.5239751798750274,0.5488222954915515,0.5086714855656671,0.5171260593169689,0.5379121041009433,0.5224100903359871,0.5343147876604836
26,0.5220514976584959,0.5140153842489239,0.5382352671963585,0.4987286294992576,0.5075252997405693,0.5272085385621533,0.5122624752551714,0.5240112022255276
27,0.2835391531236053,0.27945391757876376,0.2924900565507201,0.2709261532273379,0.27611405956307367,0.28623589373745134,0.278325824995321,0.2847675272412892
28,0.20164302674286286,0.19889154616046648,0.2080936000587341,0.19270626346091008,0.1966201648556114,0.20350190495658996,0.19799318601765448,0.20260599252249628
29,0.1556323484159495,0.15362130346616118,0.16067080613222046,0.14876127024724178,0.15194550363282122,0.1570228286333892,0.1528581145774615,0.15644043350704853
30,0.27960272961502786,0.27616219046170337,0.28874247577894663,0.2673023206345131,0.27327178978550976,0.2820314633540912,0.27468498935787566,0.281152907599107
